reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
3975d3b3-d2cc-49ca-a7db-b9dc50c6ebed,Cuk,https://play-lh.googleusercontent.com/a/ACg8ocJM7tHpykM1ELfT17sBseoptLLVLo_h8oT5FL81yHuMoLEWZA=mo,"Kadang waktu baca research ga bisa di geser layarnya sama kadang waktu di zoom ngebug, ga bisa dikecilin atau dibesarin. lalu kalo bisa research mengenai data umum di pisah dengan research project white paper agar lebih mudah mencari nya. Kadang aku ga tau kenapa suka logout sendiri. Tapi overall ini mantep banget sih, Dikasih data diajarin cara baca lope pokoknya mah",5,39,1.0.2,2025-01-26 18:39:36,,,1.0.2
f0cb6068-bdac-4852-9df3-99e52c48e4de,Rahmi Ashari,https://play-lh.googleusercontent.com/a/ACg8ocId78YRMsY7j8O5Y1AOKTqrmCbhgs-9u1VrR26bKF9mWQOQtg=mo,"Akademi crypto sangat bagus dan mantul sih.sangat bagus bagi pemula kayak aku.materinya yang diberikan sangat muda di mengerti,simple dan muda untuk di pahami, dan desainnya juga sangat bagus dan menarik sehingga menyenangkan untuk tempat belajar dan sangat sangat membantu😍",5,11,1.0.2,2025-01-08 19:19:07,,,1.0.2
16edd967-e934-4f6e-9d9b-18dde910b3db,Sri Muningar,https://play-lh.googleusercontent.com/a-/ALV-UjUC5WzlbRMo-GKVOs-C5vCI56bTcN2jw7bWXWrj-hx_qsgW9Wo,"Awalnya ragu mencoba Akademi Crypto, tapi ternyata aplikasinya sangat membantu,Materinya lengkap, mudah dipahami, dan cocok untuk pemula seperti saya. saya mulai memahami analisis pasar dan strategi trading. Bukan hanya belajar, tapi jadi lebih percaya diri dalam investasi. Sangat direkomendasikan!",5,47,1.0.2,2025-01-07 12:49:11,,,1.0.2
96de0466-ef73-4d67-9249-31ec8fd83386,Matalis Can,https://play-lh.googleusercontent.com/a/ACg8ocIXsw854tbm-8KXgPN84xvM1l9B1GZ7yWKL7-GhEbg9t3UMaw=mo,"sangat cocok buat pemula seperti saya, awalnya ragu tapi, ternyata fitur fitur diaplikasinya mudah banget difahami, proses penarikannya juga mudah plus aman, pokonya rekomen banget buat pemula...",5,3,1.0.2,2025-01-09 17:53:55,,,1.0.2
15a298dd-7a61-41de-8f91-c5040c3a2ec6,Lale Less,https://play-lh.googleusercontent.com/a/ACg8ocICGzDUc-FnVsXOwfs7m_bMnQ9GirpYnRZ1esvjpdBR3-PtGA=mo,"Kenapa modulnya bolong beberapa. Contohnya Saya bukak Exel modeling 101 yg tersedia cuma 4 lesson. Top down analysis yg tertulis tersedia 8 lesson tapi yg tersedia 4. Apakah bug? My bad guys, ternyata ada garis 3 saat nonton modul, itu klik dan akan muncul semua videonya. Nice akademi crypto lope u❤️",5,0,1.0.2,2025-03-06 18:18:57,,,1.0.2
999e2831-3fb5-4e98-b50b-c673e6dc5490,Reka,https://play-lh.googleusercontent.com/a-/ALV-UjVDr1vMFhFc5BJTiwz3xFIeDMqHiUMPzmnsoyT1gRP2r5lnCwFX,"Aplikasi akademi crypto ini aplikasi yang rekommended banget,cocok banget dipakai buat pemula,tampilan aplikasinya tidak bikin kita bingung,sangat mudah dipelajari,fiturnya juga lengkap dan mudah dipahami👍",5,2,1.0.2,2025-01-09 22:14:29,,,1.0.2
c3293244-8544-43e3-80c5-a0c661b5bdd5,uswaa,https://play-lh.googleusercontent.com/a-/ALV-UjUik4Pj5NvJmjoMgzPye6XIfPBBFOuFzWESJTPKubeDX287y9xx,"Aplikasinya mantap baguss, mudah dipahami, dan sangat bermanfaat. Dengan fitur yang disediakan membuat belajar terasa menyenangkan dan ngebosenin. Informasi yang diberikan juga selalu up-to-date!",5,1,1.0.2,2025-01-08 21:10:32,,,1.0.2
2a5c24a3-8e2f-4851-8d91-b3eaab33ef7c,jhon keple,https://play-lh.googleusercontent.com/a-/ALV-UjW3R02ubw8W1S1oCtKJGswQiaZ0yYAp_NIA3CEs-otnkyMPccs,"Aplikasinya mantap. Banyak artikel yg membahas tentang dunia crypto, mulai dari trik, dll. Dan artikelnya sangat up to date sekali. Penulisannya juga mudah dipahami untuk kaum awam seperti saya yg baru terjun ke dunia crypto.",5,1,1.0.2,2025-01-07 21:40:04,,,1.0.2
8356c1e7-5522-41a2-bc58-b26f9539ec46,Bagas Wae,https://play-lh.googleusercontent.com/a/ACg8ocJLgSfWbvV7JYY_2bKRUyD6sczIDGYZjoZ-5aBItFTQw_lgQg=mo,"Gua rasa aplikasi ini sudah sangat lengkap dari bagian berita maupun pembelajaran nya mudah di pahami terutama bagi pemula seperti saya untuk belajar mendalami crypto, selain itu desain dan fitur fitur nya mudah dimengerti,rekomendasi banget""",5,10,1.0.2,2025-01-07 14:24:09,,,1.0.2
0dfc5535-7121-4940-91d3-14eeae64202c,RIFKI RAMADAN,https://play-lh.googleusercontent.com/a/ACg8ocLfzHyxlDR9Q5ObJodSY3FjvcXwHp0kzy5o1RUWrtxc05Wh7w=mo,"Akademi Crypto adalah aplikasi edukasi crypto terbaik yang pernah saya gunakan. Aplikasi ini menyediakan modul belajar crypto paling lengkap dan mudah dipahami, sehingga sangat cocok untuk pemula maupun yang sudah berpengalaman. Selain itu, aplikasi ini juga menawarkan fitur berita dan riset terbaik yang selalu up-to-date, membantu saya untuk mengambil keputusan investasi dengan lebih percaya diri",5,1,1.0.2,2025-01-08 17:29:09,,,1.0.2
a69626fe-20c8-4d20-bc58-9dc2d1c3799a,saya ku,https://play-lh.googleusercontent.com/a/ACg8ocI7UkHuqmPvpTO0wQT73rZ6ycYeBpR86fRaYyLP_65ZmJnQvcK1=mo,"Aplikasi Akademi Crypto merupakan pilihan yang baik bagi yang ingin mempelajari dunia cryptocurrency, terutama bagi pemula yang mencari panduan terstruktur. Meskipun terdapat beberapa aplikasi serupa di pasar, fitur interaktif dan kemudahan akses menjadikannya cukup populer di kalangan penggunanya.",5,1,1.0.2,2025-01-08 22:31:42,,,1.0.2
e93400a5-4975-41e0-b116-b061759bb2b5,Fikra Tulhasana,https://play-lh.googleusercontent.com/a/ACg8ocLxUJ4s5c1GCFJRsdutcbxLpMZ7zL4SmuzUcASnGqzIMrKsVg=mo,"Aplikasi akademi crypto sangat membantu sekaligus mengedukasi banget,saya dapat mengambil pelajaran yang banyak dari aplikasi ini.Aplikasi ini juga memiliki desain yang intuitif dan mudah di gunakan,sehingga cocok bagi pengguna baru seperti saya.Dengan fitur interaktif dan komunitas yang mendukung",5,1,1.0.2,2025-01-13 11:50:30,,,1.0.2
01db1c03-577f-481d-9bdb-833b9cddbc92,Dhot,https://play-lh.googleusercontent.com/a-/ALV-UjU8MwYT4A6onPPPTkX36r-Uobtwi8KksMWK1BAKp3lZp7PlZ2MC,"Aplikasinya bagus tidak ad lag atau bug, materi yang sangat lengkap mulai dari dari dasar samai strategi² lanjutan dan panduan yang sangat praktis.",5,1,1.0.2,2025-01-08 19:44:52,,,1.0.2
7ec3f828-f8ba-4ba8-bc65-33d347eb331a,gladis32,https://play-lh.googleusercontent.com/a-/ALV-UjWyhW9Bsod7RCj_K7hK0VD1Yv23rHXJuBFyMBjVrIdJ1gpiSRk,"Aplikasi Akademi crypto paling top dan mudah dipahami dengan Fitur keamanan juga sangat terpercaya dan aman. Saya belajar banyak dari aplikasi ini. Modulnya lengkap, riset coinnya gokil, dan berita crypto selalu up-to-date. Aplikasi berita dan riset terbaik untuk dunia crypto!",5,0,1.0.2,2025-01-12 08:43:55,,,1.0.2
6d9683e9-53e7-4a1e-a7ff-41cbc8094261,Ifa Nuraini,https://play-lh.googleusercontent.com/a/ACg8ocIHDnO4ZzSn8ca48bMOf4va4541mfi94adua0xAuR1t2ErXcA=mo,"Keren sih apknya! transaksi cepet, antarmukanya intuitif, terus fitur edukasinya ngebantu banget. Dukungan pelanggannya juga responsif, keren👍",5,0,1.0.2,2025-01-07 06:50:08,,,1.0.2
a97ad80c-76b6-48b4-86c2-0b873941a45e,Nova Aprili,https://play-lh.googleusercontent.com/a/ACg8ocLPK4zCEOFPDhEYtkQn3FhbMikmaaqlKj6086p471gpDt4LWw=mo,Aplikasi akademik crypto benar-benar luar biasa.. Sangat mudah di gunakan untuk pemula materi nya di sajikan dgn sangat jelas dan mudah di pahami desain nya jga bersih dan modern,5,0,1.0.2,2025-01-13 11:51:51,,,1.0.2
1043fa4a-0a20-4baf-b205-728958a90296,Naiza,https://play-lh.googleusercontent.com/a/ACg8ocK_2iCbsmzFXZCq7Tddgu6doA3XOzwOBCa_L4-m5niYveh9pA=mo,"Akademi Crypto benar-benar aplikasi edukasi crypto terbaik yang pernah saya gunakan. Modul belajarnya sangat lengkap dan dirancang untuk semua level, baik pemula maupun yang sudah expert. Selain itu, riset coinnya sangat mendalam dan membantu saya mengambil keputusan trading yang lebih baik. Berita cryptonya juga selalu up-to-date, jadi saya tidak pernah ketinggalan informasi penting. Cocok banget untuk siapa saja yang ingin memahami dunia crypto lebih dalam!",5,1,1.0.2,2025-01-07 12:49:43,,,1.0.2
37976e78-071c-453e-8dd1-0653c01f3906,Herwin Nawang,https://play-lh.googleusercontent.com/a/ACg8ocJNYiu4Kj07YC9ynB5q7_UDuV-jh5VmNme_-YN8fGMejyQAMw=mo,"Such a good application tho! fitur-fiturnya termasuk mudah untuk orang yang baru mau belajar, ga terlalu membingungkan. Tampilannya simple tapi gak membosankan sama sekali. Goooood bintang limaaaa!",5,0,1.0.2,2025-01-09 20:09:13,,,1.0.2
46748967-dd4e-453f-926a-d0461b7fc596,desy nirmalasari,https://play-lh.googleusercontent.com/a-/ALV-UjURply-SK-hZVGsLOUgJfw-n-1zjVAYmHqdfkFrCMJEs9oVGdDM,"Rekomendasi aplikasi buat pemula dan yang berpengalaman.. kalau aku sih pemula, mudah kupahami karena materinya lengkap, transaksi aman, fee yg gak gede gede banget..",5,0,1.0.2,2025-01-09 11:59:13,,,1.0.2
9f1491be-7129-4948-b74f-84ab543d36fc,Dwi Rahma Aulia,https://play-lh.googleusercontent.com/a/ACg8ocLjGrf3BA610PaslNXS4buF0RVp5C-bePMgqD4cJCfqhl31BFW2=mo,"sangat mudah digunakan, bahkan untuk pemula. transaksinya juga cepet, simple dan mudah. Fitur keamanannya juga udah canggih, terpercaya jadi cocok buat pemula maupun trader.",5,0,1.0.2,2025-01-11 00:26:26,,,1.0.2
1bc54f05-418a-4abb-ad4f-460c4e48adc1,vi anna,https://play-lh.googleusercontent.com/a/ACg8ocLBuN7GH7Wkq2duktyK8PkFd2lZo4lzyRkj7egIwJ2GMudTwQ=mo,"aplikasi crypto ter-best yg pernah gw download, dari sini gw belajar dasar dasarnya dengan cara simpel praktis dan ga terlalu mempersulit. fiturnya juga ga bikin bingung cocok bgt klo mau belajar kripto. ga nyesel join",5,0,1.0.2,2025-01-07 13:35:28,,,1.0.2
ad40ef56-07b6-4989-a3f9-ac284d2a609f,Ruby Faisal,https://play-lh.googleusercontent.com/a/ACg8ocLylYTOntqM1SvthiSAtA2IWjgtMwIKfVCSMuRXYMg4s6l-Xg=mo,"Aplikasinya bermanfaat bangett, apalagi untuk pemula karena modulnya bener bener lengkapp. Pendaftarannya juga gampang lagi, recomended pokoknyaa!!",5,2,1.0.2,2025-01-12 23:10:08,,,1.0.2
70b84cfd-d52b-4c9f-8f6f-2d11c61f7aa5,nina,https://play-lh.googleusercontent.com/a-/ALV-UjWeP6VKSVQSPcjUci8cWPw2b5WRQoBzXbMPiJEJ5_Azjq4fEnE,Aplikasinya sangat bermanfaat bagi semua orang baik pemula maupun yang berpengalaman. Materi edukasinya super lengkap dari dasar hingga lanjutan. Recommended sekali pokoknyaa,5,0,1.0.2,2025-01-08 20:31:17,,,1.0.2
7e36d171-f2af-485f-b5eb-e9b8a06efb7a,Liera Eliaa,https://play-lh.googleusercontent.com/a-/ALV-UjWmedsfPWs-jIwOWQ6YR5PND6-C4NqHjUseDefQMc2KC1maG_c,"aku udah nyobain aplikasi ini dan selama aku cobain gila aplikasinya gampang banget digunainnn, aku ngerasa tuh kalo belajar modul crypto juga paling mudah disiniiii ! bener bener ngebantu aku yang baru terjun ke dunia crypto <3",5,0,1.0.2,2025-01-10 16:11:55,,,1.0.2
1562cdb8-0b30-498e-a3ec-41decf452889,Warsan Subakri,https://play-lh.googleusercontent.com/a/ACg8ocL7B6B7t80XKL-2V_HlkpCB5kLATzcBQu4bie-uNobl-7tDFQ=mo,"Aplikası akademi crypto ini keren banget buat yang mau belajar dunia crypto dari nol. Penjelasannya simpel, materinya step-by-step, jadi nggak bikin pusing. Ada fitur interaktif juga yang bikın belajar lebih seru. Cocok banget buat pemula yang pengen ngerti blockchain, trading, atau investasi crypto tanpa ribet. Worth it buat dicoba!",5,1,1.0.2,2025-01-10 12:54:25,,,1.0.2
9bd0f181-fa36-4154-9415-5272affda1c0,Zainabul Mas nuah,https://play-lh.googleusercontent.com/a-/ALV-UjVOzbx1d-quVSQT_KS-TS578-zTjNXvSCRZH33_OyhyYOcWr2_X,"Platform crypto yang sangat membantu dalam trading dan investasi jangka panjang, interface nya juga keren , mudah di pahami pemula,gak makan banyak memori. Cs nya juga ramah.",5,0,1.0.2,2025-01-10 01:42:35,,,1.0.2
aea88876-528e-4484-a832-52bfb2ccb47c,Nanang Yudistira,https://play-lh.googleusercontent.com/a-/ALV-UjV0ZHqFtpJXP0qRUPnd3mwAGox4yVOZB6hqfwG6JS2dZQh-9rc,"susah banget login nya padahal email dan sandi bener semua. dan sy coba buat akun email baru tetep aja ga bisa login. anehhh banget , udh berkali2 di coba tetep ga bisa. herann",2,5,1.0.2,2025-03-23 23:15:53,,,1.0.2
1b79a259-4199-4c30-8a1d-34668d89bf95,dirans,https://play-lh.googleusercontent.com/a-/ALV-UjXcqwUfPn3JcNjaSU2mc4znjKP6pG54FAw9YcVYf1DZDZRpk-Zn,"apk crypto ter the best yg aku download, fitur² nya mudah dan lengkap, mudah dipahami bagi pemula, the best deh pokoknya, semoga gada yg berubah",5,0,1.0.2,2025-01-13 05:26:39,,,1.0.2
